ID,ParentID,organization_name,website_link,meetup_link,facebook_link,twitter_link,github_link,location,image_url,,,remark
42,3,Code for Lansing,,https://www.meetup.com/Code-for-Lansing/,https://www.facebook.com/code4lansing/,,https://github.com/codeforlansing/,"Lansing, MI",https://secure.meetupstatic.com/photos/event/4/8/4/0/600_484218496.jpeg,,,
43,3,Open Twin Cities,http://www.opentwincities.org/,,https://www.facebook.com/OpenTwinCities/,https://twitter.com/OpenTwinCities,https://github.com/OpenTwinCities,"Minneapolis, MN",http://www.opentwincities.org/images/logos/otc/otc-o64.png,,,
44,3,Code for Kansas City,http://codeforkc.org/,,https://www.facebook.com/kcdigitaldrive/,https://twitter.com/KCDigitalDrive,https://github.com/codeforkansascity,"Kansas City, MO",https://pbs.twimg.com/profile_images/897546507066290176/fwMSveeF_400x400.jpg,,,
45,3,OpenSTL,https://openstl.org/,,,https://twitter.com/open_stl,https://github.com/openstl,"St. Louis, MO",https://pbs.twimg.com/profile_images/919216430834368512/mKvjLk2t_400x400.jpg,,,
46,3,Code for Montana,,https://www.meetup.com/Code-for-Montana/,,,https://github.com/code-for-montana,"Missoula, MT",https://secure.meetupstatic.com/photos/event/d/9/9/5/600_486955701.jpeg,,,
47,3,Code for Las Vegas,,https://www.meetup.com/Code-for-Las-Vegas/,,,https://github.com/codeforvegas,"Las Vegas, NV",,,,
48,3,Code for New Hampshire,http://www.codefornh.org/,,,,https://github.com/codefornh,"Manchester, NH",http://www.codefornh.org/images/header-logo.png,,,
49,3,Code for Hackensack,,https://www.meetup.com/Code-for-Hackensack/,,,,"Hackensack, NJ",,,,
50,3,Code for Jersey City,http://codeforjerseycity.org/,,https://www.facebook.com/CodeForJC/,https://twitter.com/codeforjc,https://github.com/codeforjerseycity,"Jersey City, NJ",https://secure.meetupstatic.com/photos/event/6/8/e/1/global_470606849.jpeg,,,
51,3,Code for Newark,www.codefornewark.org,https://www.meetup.com/Code-for-Newark/,https://www.facebook.com/codefornewark/,https://twitter.com/codefornewark,https://github.com/code4newark,"Newark, NJ",https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/14956621_106439759836410_1507626343234828470_n.png?_nc_cat=105&_nc_sid=85a577&_nc_ohc=bB91FkZ7tj0AX_87x09&_nc_ht=scontent-sjc3-1.xx&oh=f49594b7d2ab0db4ff23d2e4e2b97631&oe=5E830BAF,,,
52,3,Code for ABQ,codefornm.org,https://www.meetup.com/Code-for-ABQ/,https://www.facebook.com/groups/codeforabq/,https://twitter.com/codeforabq,https://github.com/codeforabq,"Albuquerque, NM",,,,
53,3,BetaNYC,https://beta.nyc/,,https://www.facebook.com/BetaNYC/?__tn__=%2Cd%2CP-R&eid=ARDlQCSBdP_IySMVdOWN3QasWv5rNbg07yk7NQ1oViFco6zakJxiOdUHRbchPU9gJyKcaNV-zhspW5g_,https://twitter.com/BetaNYC,https://github.com/betanyc,"New York, NY",https://beta.nyc/wp-content/uploads/Sticker_BetaNYC_long_transp_back1-e1545958875486.png,,,
54,3,Code for Buffalo,https://www.codeforbuffalo.org/,,https://www.facebook.com/CodeForBuffalo/,https://twitter.com/CodeForBuffalo,https://github.com/CodeForBuffalo,"Buffalo, NY",https://www.codeforbuffalo.org/images/navbarlogo.png,,,
55,3,Code for Syracuse,,https://www.meetup.com/Code-for-Syracuse/,,https://twitter.com/CodeForSyracuse,https://github.com/code-for-syracuse,"Syracuse, NY",https://pbs.twimg.com/profile_images/1130885378804715523/ybt5WlyE_400x400.png,,,
56,3,Code for Asheville,https://www.codeforasheville.org/,,https://www.facebook.com/codeforasheville/,https://twitter.com/code4asheville,https://github.com/codeforasheville,"Asheville, NC",https://www.codeforasheville.org/wp-content/uploads/2016/08/code-for-asheville-condensed.png,,,
57,3,Code for Cary,http://www.codeforcary.org/,,,https://twitter.com/CodeForCary,https://github.com/codeforcary,"Cary, NC",https://pbs.twimg.com/profile_images/1050380589096943617/MxxRKHmy_400x400.jpg,,,
58,3,Code for Chapel Hill,http://www.codeforchapelhill.com/,,,https://twitter.com/CodeForCH,https://github.com/code-for-chapel-hill,"Chapel Hill, NC",https://avatars0.githubusercontent.com/u/47088442?s=200&v=4,,,
59,3,Code for Durham,https://codefordurham.com/,,https://www.facebook.com/codefordurham/,https://twitter.com/codefordurham,https://github.com/codefordurham,"Durham, NC",https://codefordurham.com/wp-content/themes/code-for-durham-website-master/images/logo/logo_2X.png,,,
60,3,Code for Greensboro,https://codeforgreensboro.org/,https://www.meetup.com/Code-for-Greensboro/,https://www.facebook.com/codeforgreensboro/,https://twitter.com/CodeForGSO,https://github.com/codeforgso,"Greensboro, NC",https://secure.meetupstatic.com/photos/event/5/8/1/b/global_437962555.jpeg,,,
61,3,Open Charlotte Brigade,https://opencharlotte.org/,,https://www.facebook.com/OpenCLTBrigade/,https://twitter.com/OpenCLTBrigade,https://github.com/OpenCLTBrigade,"Charlotte, NC",https://opencharlotte.org/img/openclt-logo-sm.png,,,
62,3,Open NC Collaborative,https://opennc-collaborative.org/,,,,https://github.com/Open-NC,North Carolina,,,,
63,3,Open Raleigh Brigade,http://ncopenpass.com/,,https://www.facebook.com/OpenRaleighBrigade/,https://twitter.com/RaleighBrigade,https://github.com/ncopenpass,"Raleigh, NC",http://ncopenpass.com//wp-content/uploads/2018/06/LogoTransparent.png,,,
64,3,Code for Dayton,https://codefordayton.org/,https://www.meetup.com/Code-for-Dayton/,https://www.facebook.com/Code-For-Dayton-1501498193512256/,https://twitter.com/codefordayton,https://github.com/codefordayton,"Dayton, OH",https://pbs.twimg.com/profile_images/940993958565384194/SSl_iJRl_400x400.jpg,,,
65,3,Open Cleveland,https://www.opencleveland.org/,,,https://twitter.com/opencleveland,https://github.com/opencleveland,"Cleveland, OH",https://secure.meetupstatic.com/photos/event/2/a/9/b/global_444910907.jpeg,,,
66,3,Open Toledo,,https://www.meetup.com/Open-Toledo/,,https://twitter.com/OpenToledo,https://github.com/OpenToledo,"Toledo, OH",,,,
67,3,OpenColumbus (Ohio),https://www.scodemeetup.org/,,https://www.facebook.com/opencolumbus/,https://twitter.com/OpenColumbus,https://github.com/SCODEMeetup,"Columbus, OH",https://pbs.twimg.com/profile_images/1229245245885485056/2DdsRnef_400x400.jpg,,,
68,3,Code for Muskogee,,https://www.meetup.com/Code-for-Muskogee/,https://www.facebook.com/Code-for-Muskogee-574639612880672/,https://twitter.com/CodeForMuskogee,https://github.com/codeformuskogee,"Muskogee, OK",https://secure.meetupstatic.com/photos/event/1/2/b/b/600_466504795.jpeg,,,
69,3,Code for Tulsa,https://codefortulsa.org/,,https://www.facebook.com/CodeForTulsa/,https://twitter.com/CodeForTulsa,https://github.com/codefortulsa,"Tulsa, OK",https://codefortulsa.files.wordpress.com/2018/06/cft-full-name-white4x.png?w=300,,,
70,3,Code for PDX,,https://www.meetup.com/Code-for-PDX/,,,https://github.com/codeforpdx,"Portland, OR",https://pbs.twimg.com/profile_images/1204156432561520642/k1nwkR5H_400x400.jpg,,,
71,3,Open Eugene,,https://www.meetup.com/Open-Eugene/,https://www.facebook.com/openeugene/,https://twitter.com/open_eugene,https://github.com/OpenEugene,"Eugene, OR",,,,
72,3,Code for Philly,https://codeforphilly.org/,,https://www.facebook.com/codeforphilly/,https://twitter.com/CodeForPhilly,https://github.com/CodeForPhilly,"Philadelphia, PA",https://codeforphilly.org/img/logo.png?_sha1=7f27a65b6c5b498f5a0d118af292d34a66be6f16,,,
73,3,Code for Pittsburgh,https://codeforpittsburgh.github.io/,,,https://twitter.com/codeforpgh,https://github.com/codeforpittsburgh,"Pittsburgh, PA",https://pbs.twimg.com/profile_images/804254832844505088/Jbsw6YRV_400x400.jpg,,,
74,3,Code 4 Puerto Rico,http://code4puertorico.org/,,,https://twitter.com/code4puertorico,https://github.com/Code4PuertoRico,"San Juan, PR",https://avatars0.githubusercontent.com/u/6626422?s=200&v=4,,,
75,3,Code Island,http://www.code-island.org/,,https://www.facebook.com/codeisland/,https://twitter.com/Code_Island,https://github.com/codeisland/,"Providence, RI",http://www.code-island.org/images/logos/code-island-no-logo.svg,,,
76,3,Code for Greenville,https://codeforgreenville.org/,,https://www.facebook.com/CodeforGVL/,https://twitter.com/CodeforGVL,https://github.com/codeforgreenville,"Greenville, SC",https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/34507508_809721179217118_3901490867973652480_n.png?_nc_cat=103&_nc_sid=85a577&_nc_ohc=5IvW3SnbBUAAX9JuUJv&_nc_ht=scontent-sjc3-1.xx&oh=ce1aeb7c299cd1f2bdcf137b8ceb8ed1&oe=5E84E9EB,,,
77,3,Code for Nashville,http://www.codefornashville.org/,,,https://twitter.com/code4nashville,https://github.com/code-for-nashville,"Nashville, TN",http://www.codefornashville.org/img/CFNlogo.jpg,,,
78,3,Code for BCS,,https://www.meetup.com/CodeforBCS/,,https://twitter.com/CodeforBCS,,"Bryan-College Station, TX",https://secure.meetupstatic.com/photos/event/6/e/a/b/600_478828331.jpeg,,,
79,3,Code for Dallas,,https://www.meetup.com/Code-for-Dallas/,,https://twitter.com/code_dallas,,"Dallas, TX",https://secure.meetupstatic.com/photos/event/b/9/f/4/600_487487604.jpeg,,,
80,3,Open Austin,https://www.open-austin.org/,,https://www.facebook.com/openatx/,https://twitter.com/openaustin,https://github.com/open-austin,"Austin, TX",https://www.open-austin.org/assets/logo/open-austin-logo.svg,,,
81,3,Sketch City (Houston),http://sketchcity.org/,,https://www.facebook.com/groups/openhoustongov/,https://twitter.com/sketchcityhou,https://github.com/sketch-city,"Houston, TX",https://secure.meetupstatic.com/photos/event/4/c/b/d/global_458599645.jpeg,,,
82,3,Code for Utah,https://opensaltlake.org/,https://www.meetup.com/CodeforUtah/,,https://twitter.com/CodeforUtah,https://github.com/OpenSaltLake,"Salt Lake City, UT",https://secure.meetupstatic.com/photos/event/4/e/e/2/global_479240194.jpeg,,,
83,3,Code for BTV,http://www.codeforbtv.org/,,https://www.facebook.com/CodeForBtv/,https://twitter.com/CodeForBTV,https://github.com/codeforbtv,"Burlington, VT",http://www.codeforbtv.org/sites/default/files/code-for-btv-blue_300.png,,,
84,3,Code for Charlottesville,,https://www.meetup.com/Code-for-Charlottesville/,,,https://github.com/code-for-charlottesville,"Charlottesville, VA",https://avatars2.githubusercontent.com/u/47369979?s=280&v=4,,,
85,3,Code for Hampton Roads,http://code4hr.org/,,https://www.facebook.com/code4hr/,https://twitter.com/Code4HR,https://github.com/code4hr,"Virginia Beach, VA",http://code4hr.org/wp-content/uploads/2018/10/codeforhamptonroads.png,,,
86,3,Code for New River Valley,https://www.codefornrv.org/,,https://www.facebook.com/codefornrv/,https://twitter.com/CodeForNRV,https://github.com/codefornrv,"Radford, VA",https://pbs.twimg.com/profile_images/568858928264409090/CBscPRHI_400x400.png,,,
87,3,Open Seattle,https://openseattle.org/,,,https://twitter.com/open_seattle,https://github.com/openseattle,"Seattle, WA",https://openseattle.org/logo/openseattle-500x392.png,,,
88,3,Code for Milwaukee,,https://www.meetup.com/Code-for-Milwaukee/,https://www.facebook.com/Code-for-Milwaukee-622396371575546/,https://twitter.com/codeformke,https://github.com/codeformilwaukee,"Milwaukee, WI",https://secure.meetupstatic.com/photos/event/b/8/3/600_480722947.jpeg,,,
89,2,Code for Canada,https://codefor.ca/,,https://www.facebook.com/code4ca/,https://twitter.com/code4ca,https://github.com/code-for-canada,,,,,
90,89,Civic Tech Toronto,http://civictech.ca,,https://www.facebook.com/CivicTechTO/,https://twitter.com/CivicTechTO,https://github.com/civictechto,,http://civictech.ca/wp-content/themes/zerif-lite/images/logo.png,,,
91,89,Beta City YEG,https://betacity.ca,,,https://twitter.com/BetaCityYEG,,,,,,
92,89,Ottawa Civic Tech,http://yowcivictech.ca,,https://www.facebook.com/yowcivictech/,https://twitter.com/yowcivictech,https://github.com/YOWCT,,,,,
93,89,Civic Tech London,http://civictechlondon.ca/,,,https://twitter.com/CivicTechLDN,,,,,,
94,89,Civic Tech Waterloo Region,https://civictechwr.org,,,,https://github.com/CivicTechWR,,,,,
95,89,Civic Tech Fredericton,http://www.civictechfredericton.com,,https://www.facebook.com/CivicTechFredericton/,https://twitter.com/CivicTechFred,https://github.com/CivicTechFredericton/,,,,,
96,89,Civic Tech Vancouver,,https://www.meetup.com/Civic-Tech-Vancouver,https://www.facebook.com/civictechvancouver/,https://twitter.com/CivicTechYVR,,,,,,
97,89,Civic Tech YYC,,,,https://twitter.com/CivicTechYYC,https://github.com/CivicTechYYC,,https://pbs.twimg.com/profile_images/946991298451402752/Gsomndkv_400x400.jpg,,,
98,89,Open North,http://www.opennorth.ca,,https://www.facebook.com/OpenNorth.NordOuvert/,,Open North,,,,,
99,89,Data for Good Ottawa,http://www.dataforgoodottawa.org,,,,,,,,,
100,89,Data for Good Vancouver,,https://www.meetup.com/DataforGood-Vancouver,,,,,,,,
101,89,Data for Good Montréal,,https://www.meetup.com/DataforGood-Montreal,,,,,,,,
102,89,Data for Good Toronto,,https://www.meetup.com/DataforGood,,,,,,,,
103,89,Data for Good Calgary,,https://www.meetup.com/Data-for-Good-Calgary,,,,,,,,
104,89,OpenDataBC,,https://www.meetup.com/OpenDataBC-Vancouver,,,https://github.com/OpenDataBC,,,,,
105,2,Code for Japan,https://www.code4japan.org/brigade,,https://www.facebook.com/codeforjapan/,https://twitter.com/codeforJP,https://github.com/codeforjapan,,,,,
106,105,Code for Tokyo ,https://codefor.tokyo/,,https://www.facebook.com/codefortokyo/,https://twitter.com/codefortokyo,https://github.com/codefortokyo, 東京都,,,,
107,105,Code for Sapporo ,http://www.codeforsapporo.org/,,,,https://github.com/codeforsapporo, 北海道札幌市 ,,,,
108,105,Code for Hakodate ,http://codeforhakodate.org/,,https://www.facebook.com/code4hakodate/,https://twitter.com/codeforhakodate,https://github.com/codeforhakodate, 北海道函館市 ,,,,
109,105,Code for Muroran ,https://ja.localwiki.org/mr/Code_for_Muroran,,,,https://github.com/muroran/, 北海道室蘭市 ,,,,
110,105,ハウモリ ,https://howmori.org/,,https://www.facebook.com/howmori/?__tn__=%2Cd%2CP-R&eid=ARCjFJGX8P9UoeEoB89kJVPfH31uwqxIZqn-5jvEZIE6CTbnZ0ZEkfpqeA1UCBx8ykDCEQKUHjiTSqP0,,https://github.com/howml, 北海道森町 ,,,,
111,105,Code for Aomori ,https://www.codeforaomori.org/,,https://www.facebook.com/codeforaomori/,,, 青森県 ,,,,
112,105,Code for Shiogama ,,,https://www.facebook.com/CodeForShiogama,,, 宮城県塩竈市 ,,,,
113,105,Code for Sendai ,http://code4sendai.org/,,https://www.facebook.com/code4sendai/,,, 宮城県仙台市 ,,,,
114,105,Code for Akita ,https://code4akita.org/,,,,, 秋田県秋田市 ,,,,
115,105,Code for Aizu ,http://aizu.io/,,https://www.facebook.com/codeforaizu/,,, 福島県会津地域 ,,,,
116,105,Code for Shirakawa ,http://shirakawa-fukko.jimdo.com/,,https://www.facebook.com/codeforshirakawa/,,, 福島県白河市 ,,,,
117,105,Code for Ibaraki,https://codeforibaraki.org/,,https://www.facebook.com/codeforibaraki/?__tn__=%2Cd%2CP-R&eid=ARBDHZp4hkQ6bAKY07h6rsxD5tCaVZDsoO2GEAfaPHV8KsvMpnW8QPzDlrRo9o0G4lVUxmcHQJFp5W04,,, 茨城県,https://codeforibaraki.org/wp-content/uploads/2014/04/CFI-vertical-s.png,,,
118,105,Code for Saitama ,http://www.code4saitama.org/,,https://www.facebook.com/Code4SAITAMA/,https://twitter.com/Code4SAITAMA,, 埼玉県  ,,,,
119,105,Code for Kumagaya ,http://code4kumagaya.org/,,https://www.facebook.com/Code4Kumagaya/,https://twitter.com/Code4Kumagaya,, 埼玉県熊谷市 ,,,,
120,105,Code for TODA ,https://codefortoda.org/,,https://www.facebook.com/codefortoda/,,https://github.com/codefortoda, 埼玉県戸田市 ,,,,
121,105,Code for WAKO ,https://www.wakokyodo.net/chiikikoeki/,,,,, 埼玉県和光市 ,,,,
122,105,Code for Ichikawa ,http://codeforichikawa.org/,,https://www.facebook.com/groups/CodeforIchikawa/,,https://github.com/codeforichikawa, 千葉県市川市 ,,,,
123,105,Code for Chiba ,http://www.code4chiba.org/,,https://www.facebook.com/codeforchiba/,https://twitter.com/code4chiba,https://github.com/codeforchiba, 千葉県千葉市,,,,
124,105,Code for NAGAREYAMA ,http://www.code-for-nagareyama.org/,,https://www.facebook.com/codefornagareyama/,,, 千葉県流山市 ,,,,
125,105,Code for Funabashi ,http://code4funabashi.org/,,,,, 千葉県船橋市 ,,,,
126,105,Code for Matsudo ,https://code4matsudo.org/,,https://www.facebook.com/code4matsudo/,https://twitter.com/Codeformatsudo,, 千葉県松戸市,,,,
127,105,Code for Shinagawa ,https://code4shinagawa.org/,,,,, 東京都品川区 ,,,,
128,105,Code for Suginami ,,,https://www.facebook.com/CodeforSuginami/,,, 東京都杉並区 ,,,,
129,105,Code for Setagaya ,,,https://www.facebook.com/codeforsetagaya/,,https://github.com/codeforsetagaya/, 東京都世田谷区 ,,,,
130,105,Code for Chuo ,http://c4chuo.strikingly.com/,,,,, 東京都中央区 ,,,,
131,105,Code for Toshima ,https://code4toshima.org/,,https://www.facebook.com/code4toshima/,,https://github.com/codefortoshima, 東京都豊島区,,,,
132,105,Code for 中野 ,,,https://www.facebook.com/code4nakano/,,, 東京都中野区 ,,,,
133,105,Code for Nerima ,http://code4nerima.org/,,https://www.facebook.com/code4nerima/?__tn__=%2Cd%2CP-R&eid=ARDtj-TxMt0GVk7lXEpmyKGomC4J_tqYZmLY5JsMwljV_gBTg1hJNibcbC73ZOfO-XCwcm4dZF52LgYE,,https://github.com/code4nerima, 東京都練馬区  ,,,,
134,105,Code for INAGI ,http://www.c4inagi.org/,,https://www.facebook.com/code4inagi/,https://twitter.com/Code4Inagi,, 東京都稲城市,,,,
135,105,Code for Tachikawa ,,,,,, 東京都立川市,,,,
136,105,Code for Chofu ,,,https://www.facebook.com/codeforchofu/,,https://github.com/CodeForChofu, 東京都調布市,,,,
137,105,Code for Fuchu ,https://code4fuchu.jimdofree.com/,,https://www.facebook.com/codeforfuchu/,,, 東京都府中市,,,,
138,105,Code for Hachioji ,http://code4hachioji.org/,,https://www.facebook.com/code4hachioji/,,https://github.com/code48, 東京都八王子市 ,,,,
139,105,Code for Kanagawa ,http://codeforkanagawa.org/,,https://www.facebook.com/groups/CodeForKanagawa/,,, 神奈川県 ,,,,
140,105,Code for Kawasaki (オープン川崎)  ,http://openkawasaki.org/,,https://www.facebook.com/openkawasaki/,,https://github.com/openkawasaki/, 神奈川県川崎市  ,,,,
141,105,Code for Yokosuka ,https://codeforyokosuka.org/,,https://www.facebook.com/codeforyokosuka/,,https://github.com/CodeforYokosuka, 神奈川県横須賀市 ,,,,
142,105,Code for YOKOHAMA ,https://code4.yokohama/,,https://www.facebook.com/code4yokohama/,,, 神奈川県横浜市,,,,
143,105,Code for Niigata ,http://www.codeforniigata.org/,,https://www.facebook.com/code4niigata/,https://twitter.com/code4niigata,https://github.com/CodeForNiigata/, 新潟県新潟市  ,,,,
